"Country or Area","Sex","Age","Occupation"
"Seychelles","Female","60 - 64","Legislators, senior officials and managers (ISCO 88 - 1)"
"Seychelles","Female","60 - 64","Professionals (ISCO 88 - 2)"
"Seychelles","Female","60 - 64","Technicians and associate professionals (ISCO 88 - 3)"
"Seychelles","Female","60 - 64","Clerks (ISCO 88 - 4)"
"Seychelles","Female","60 - 64","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Seychelles","Female","60 - 64","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Seychelles","Female","60 - 64","Craft and related trades workers (ISCO 88 - 7)"
"Seychelles","Female","60 - 64","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Seychelles","Female","60 - 64","Elementary occupations (ISCO 88 - 9)"
"Seychelles","Female","60 - 64","Unknown"
"Seychelles","Female","60 - 64","Total (ISCO 88)"
"Seychelles","Female","65 +","Armed forces (ISCO 88 - 0)"
"Seychelles","Female","65 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Seychelles","Female","65 +","Professionals (ISCO 88 - 2)"
"Seychelles","Female","65 +","Technicians and associate professionals (ISCO 88 - 3)"
"Seychelles","Female","65 +","Clerks (ISCO 88 - 4)"
"Seychelles","Female","65 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Seychelles","Female","65 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Seychelles","Female","65 +","Craft and related trades workers (ISCO 88 - 7)"
"Seychelles","Female","65 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Seychelles","Female","65 +","Elementary occupations (ISCO 88 - 9)"
"Seychelles","Female","65 +","Unknown"
"Seychelles","Female","65 +","Total (ISCO 88)"
"Singapore","Both Sexes","15 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Singapore","Both Sexes","15 +","Professionals (ISCO 88 - 2)"
"Singapore","Both Sexes","15 +","Technicians and associate professionals (ISCO 88 - 3)"
"Singapore","Both Sexes","15 +","Clerks (ISCO 88 - 4)"
"Singapore","Both Sexes","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Singapore","Both Sexes","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Singapore","Both Sexes","15 +","Craft and related trades workers (ISCO 88 - 7)"
"Singapore","Both Sexes","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Singapore","Both Sexes","15 +","Elementary occupations (ISCO 88 - 9)"
"Singapore","Both Sexes","15 +","Unknown"
"Singapore","Both Sexes","15 +","Total (ISCO 88)"
"Singapore","Male","15 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Singapore","Male","15 +","Professionals (ISCO 88 - 2)"
"Singapore","Male","15 +","Technicians and associate professionals (ISCO 88 - 3)"
"Singapore","Male","15 +","Clerks (ISCO 88 - 4)"
"Singapore","Male","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Singapore","Male","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Singapore","Male","15 +","Craft and related trades workers (ISCO 88 - 7)"
"Singapore","Male","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Singapore","Male","15 +","Elementary occupations (ISCO 88 - 9)"
"Singapore","Male","15 +","Unknown"
"Singapore","Male","15 +","Total (ISCO 88)"
"Singapore","Female","15 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Singapore","Female","15 +","Professionals (ISCO 88 - 2)"
"Singapore","Female","15 +","Technicians and associate professionals (ISCO 88 - 3)"
"Singapore","Female","15 +","Clerks (ISCO 88 - 4)"
"Singapore","Female","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Singapore","Female","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Singapore","Female","15 +","Craft and related trades workers (ISCO 88 - 7)"
"Singapore","Female","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Singapore","Female","15 +","Elementary occupations (ISCO 88 - 9)"
"Singapore","Female","15 +","Unknown"
"Singapore","Female","15 +","Total (ISCO 88)"
"Tajikistan","Both Sexes","15 - 19","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","15 - 19","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","15 - 19","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","15 - 19","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","15 - 19","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","15 - 19","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","15 - 19","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","15 - 19","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","15 - 19","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","15 - 19","Unknown"
"Tajikistan","Both Sexes","15 - 19","Total (ISCO 88)"
"Tajikistan","Both Sexes","15 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","15 +","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","15 +","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","15 +","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","15 +","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","15 +","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","15 +","Unknown"
"Tajikistan","Both Sexes","15 +","Total (ISCO 88)"
"Tajikistan","Both Sexes","20 - 24","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","20 - 24","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","20 - 24","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","20 - 24","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","20 - 24","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","20 - 24","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","20 - 24","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","20 - 24","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","20 - 24","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","20 - 24","Unknown"
"Tajikistan","Both Sexes","20 - 24","Total (ISCO 88)"
"Tajikistan","Both Sexes","25 - 29","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","25 - 29","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","25 - 29","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","25 - 29","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","25 - 29","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","25 - 29","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","25 - 29","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","25 - 29","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","25 - 29","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","25 - 29","Unknown"
"Tajikistan","Both Sexes","25 - 29","Total (ISCO 88)"
"Tajikistan","Both Sexes","30 - 34","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","30 - 34","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","30 - 34","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","30 - 34","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","30 - 34","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","30 - 34","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","30 - 34","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","30 - 34","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","30 - 34","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","30 - 34","Unknown"
"Tajikistan","Both Sexes","30 - 34","Total (ISCO 88)"
"Tajikistan","Both Sexes","35 - 39","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","35 - 39","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","35 - 39","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","35 - 39","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","35 - 39","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","35 - 39","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","35 - 39","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","35 - 39","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","35 - 39","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","35 - 39","Unknown"
"Tajikistan","Both Sexes","35 - 39","Total (ISCO 88)"
"Tajikistan","Both Sexes","40 - 44","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","40 - 44","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","40 - 44","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","40 - 44","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","40 - 44","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","40 - 44","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","40 - 44","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","40 - 44","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","40 - 44","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","40 - 44","Unknown"
"Tajikistan","Both Sexes","40 - 44","Total (ISCO 88)"
"Tajikistan","Both Sexes","45 - 49","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","45 - 49","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","45 - 49","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","45 - 49","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","45 - 49","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","45 - 49","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","45 - 49","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","45 - 49","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","45 - 49","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","45 - 49","Unknown"
"Tajikistan","Both Sexes","45 - 49","Total (ISCO 88)"
"Tajikistan","Both Sexes","50 - 54","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","50 - 54","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","50 - 54","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","50 - 54","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","50 - 54","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","50 - 54","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","50 - 54","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","50 - 54","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","50 - 54","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","50 - 54","Unknown"
"Tajikistan","Both Sexes","50 - 54","Total (ISCO 88)"
"Tajikistan","Both Sexes","55 - 59","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","55 - 59","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","55 - 59","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","55 - 59","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","55 - 59","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","55 - 59","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","55 - 59","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","55 - 59","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","55 - 59","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","55 - 59","Unknown"
"Tajikistan","Both Sexes","55 - 59","Total (ISCO 88)"
"Tajikistan","Both Sexes","60 - 64","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","60 - 64","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","60 - 64","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","60 - 64","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","60 - 64","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","60 - 64","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","60 - 64","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","60 - 64","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","60 - 64","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","60 - 64","Unknown"
"Tajikistan","Both Sexes","60 - 64","Total (ISCO 88)"
"Tajikistan","Both Sexes","65 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Both Sexes","65 +","Professionals (ISCO 88 - 2)"
"Tajikistan","Both Sexes","65 +","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Both Sexes","65 +","Clerks (ISCO 88 - 4)"
"Tajikistan","Both Sexes","65 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Both Sexes","65 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Both Sexes","65 +","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Both Sexes","65 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Both Sexes","65 +","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Both Sexes","65 +","Unknown"
"Tajikistan","Both Sexes","65 +","Total (ISCO 88)"
"Tajikistan","Male","15 - 19","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Male","15 - 19","Professionals (ISCO 88 - 2)"
"Tajikistan","Male","15 - 19","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Male","15 - 19","Clerks (ISCO 88 - 4)"
"Tajikistan","Male","15 - 19","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Male","15 - 19","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Male","15 - 19","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Male","15 - 19","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Male","15 - 19","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Male","15 - 19","Unknown"
"Tajikistan","Male","15 - 19","Total (ISCO 88)"
"Tajikistan","Male","15 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Male","15 +","Professionals (ISCO 88 - 2)"
"Tajikistan","Male","15 +","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Male","15 +","Clerks (ISCO 88 - 4)"
"Tajikistan","Male","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Male","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Male","15 +","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Male","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Male","15 +","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Male","15 +","Unknown"
"Tajikistan","Male","15 +","Total (ISCO 88)"
"Tajikistan","Male","20 - 24","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Male","20 - 24","Professionals (ISCO 88 - 2)"
"Tajikistan","Male","20 - 24","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Male","20 - 24","Clerks (ISCO 88 - 4)"
"Tajikistan","Male","20 - 24","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Male","20 - 24","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Male","20 - 24","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Male","20 - 24","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Male","20 - 24","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Male","20 - 24","Unknown"
"Tajikistan","Male","20 - 24","Total (ISCO 88)"
"Tajikistan","Male","25 - 29","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Male","25 - 29","Professionals (ISCO 88 - 2)"
"Tajikistan","Male","25 - 29","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Male","25 - 29","Clerks (ISCO 88 - 4)"
"Tajikistan","Male","25 - 29","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Tajikistan","Male","25 - 29","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Tajikistan","Male","25 - 29","Craft and related trades workers (ISCO 88 - 7)"
"Tajikistan","Male","25 - 29","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Tajikistan","Male","25 - 29","Elementary occupations (ISCO 88 - 9)"
"Tajikistan","Male","25 - 29","Unknown"
"Tajikistan","Male","25 - 29","Total (ISCO 88)"
"Tajikistan","Male","30 - 34","Legislators, senior officials and managers (ISCO 88 - 1)"
"Tajikistan","Male","30 - 34","Professionals (ISCO 88 - 2)"
"Tajikistan","Male","30 - 34","Technicians and associate professionals (ISCO 88 - 3)"
"Tajikistan","Male","30 - 34","Clerks (ISCO 88 - 4)"
"Tajikistan","Male","30 - 34","Service workers and shop and market sales workers (ISCO 88 - 5)"
